a_level	b_level	c_level	description	ko_number
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RERG; Ras-related and estrogen-regulated growth inhibitor	K07855
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RERGL; Ras-related and estrogen-regulated growth inhibitor-like protein	K17198
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RND1; Rho family GTPase 1	K07531
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RND2; Rho family GTPase 2	K07858
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RND3; Rho family GTPase 3	K07859
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RHOD; Ras homolog gene family, member D	K07530
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	K07975; Rho family, other	K07975
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB41; Ras-related protein Rab-41	K07896
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB19; Ras-related protein Rab-19	K17047
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB30; Ras-related protein Rab-30	K07917
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB20; Ras-related protein Rab-20	K07911
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB28; Ras-related protein Rab-28	K07915
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB7L1, RAB7L; Ras-related protein Rab-7L1	K07916
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB34; Ras-related protein Rab-34	K07921
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB36; Ras-related protein Rab-36	K07922
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB39A; Ras-related protein Rab-39A	K07924
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB42; Ras-related protein Rab-42	K07929
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RASEF, RAB45; Ras and EF-hand domain-containing protein	K17199
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RABL2; Rab-like protein 2	K07931
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RAB; Rab family, other	K07976
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL5A; ADP-ribosylation factor-like protein 5A	K07949
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL5B; ADP-ribosylation factor-like protein 5B	K07950
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL4; ADP-ribosylation factor-like protein 4	K07945
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL9; ADP-ribosylation factor-like protein 9	K07957
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL10; ADP-ribosylation factor-like protein 10	K07958
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL11; ADP-ribosylation factor-like protein 11	K07959
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL12; ADP-ribosylation factor-like protein 12	K07960
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL13A; ADP-ribosylation factor-like protein 13A	K07961
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL13B, ARL2L1; ADP-ribosylation factor-like protein 13B	K07962
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL14, ARF7; ADP-ribosylation factor-like protein 14	K17200
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARL15; ADP-ribosylation factor-like protein 15	K17201
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	ARF; Arf/Sar family, other	K07977
Brite Hierarchies	GTP-binding proteins	GTP-binding proteins	RABL3; Rab-like protein 3	K07933
Environmental Information Processing	Cytokine-cytokine receptor interaction	Cytokines and growth factors	PROK; prokineticin	K24191
Environmental Information Processing	Cytokine-cytokine receptor interaction	Cytokines and growth factors	TGFBN; transforming growth factor beta, invertebrate	K04384
Environmental Information Processing	Cytokine-cytokine receptor interaction	Cytokines and growth factors	GDNF; glial cell derived neurotrophic factor	K05452
Environmental Information Processing	Cytokine-cytokine receptor interaction	Cytokines and growth factors	FGF11_12_13, FHF3_1_2; fibroblast growth factor 11/12/13	K22413
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	TMEM25; transmembrane protein 25	K22652
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	NPTN; neuroplastin	K22653
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	SIRPA_B1_G, CD172; signal-regulatory protein alpha/beta1/gamma	K06551
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	SIRPB2; signal-regulatory protein beta 2	K16826
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CADM2, IGSF4D, NECL3; cell adhesion molecule 2	K06782
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CADM4, IGSF4C, TSLL2; cell adhesion molecule 4	K06783
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	LSAMP, LAMP; limbic system-associated membrane protein	K06772
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	OPCML, OBCAM; opioid binding protein/cell adhesion molecule-like	K06773
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	HNT; neurotrimin	K06774
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	IGDCC3, PUNK; immunoglobulin superfamily DCC subclass member 3	K22654
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	IGSF9; immunoglobulin superfamily member 9	K22655
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	IGSF9B; immunoglobulin superfamily member 9B	K22656
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	ROBO1; roundabout, axon guidance receptor 1	K06753
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	ROBO3; roundabout, axon guidance receptor 3	K06755
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	ROBO4; roundabout, axon guidance receptor 4	K06784
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CNTN3; contactin 3	K06761
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CNTN4; contactin 4	K06762
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CNTN5; contactin 5	K06763
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CNTN6; contactin 6	K06764
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	IGDCC4, NOPE; immunoglobulin superfamily DCC subclass member 4	K22657
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CHL1; L1 cell adhesion molecule like protein	K06758
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSCAM; Down syndrome cell adhesion molecule	K06767
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSCAML1; Down syndrome cell adhesion molecule-like protein 1	K06768
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	SDK; protein sidekick	K16353
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH6; cadherin 6, type 2, K-cadherin	K06798
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH7; cadherin 7, type 2	K06799
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH8; cadherin 8, type 2	K06800
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH9; cadherin 9, type 2, T1-cadherin	K06801
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH10; cadherin 10, type 2, T2-cadherin	K06802
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH11; cadherin 11, type 2, OB-cadherin	K06803
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH12; cadherin 12, type 2, N-cadherin 2	K06804
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH16; cadherin 16, KSP-cadherin	K06810
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH18; cadherin 18, type 2	K06805
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH19; cadherin 19, type 2	K06806
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH20; cadherin 20, type 2	K06807
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH22; cadherin 22	K06812
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH24; cadherin-like 24	K06814
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDH26; cadherin 26	K22658
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSG3; desmoglein 3	K07598
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSG4; desmoglein 4	K07599
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSC1; desmocollin 1	K07600
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	DSC3; desmocollin 3	K07602
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	PCDHB; protocadherin beta	K16494
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	PCDHGA; protocadherin gamma subfamily A	K16495
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	PCDHGB; protocadherin gamma subfamily B	K16496
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	PCDHGC; protocadherin gamma subfamily C	K16497
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	PCDHD2; protocadherin delta 2	K16499
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDHR1, PCDH21; cadherin-related family member 1	K16501
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDHR2, PCDH24, PCLKC; cadherin-related family member 2	K16502
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDHR3, CDH28; cadherin-related family member 3	K16503
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDHR4, CDH29; cadherin-related family member 4	K16504
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CDHR5, MUCDHL; cadherin-related family member 5	K16505
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CLSTN1; calsyntenin 1	K22659
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CLSTN2; calsyntenin 2	K22660
Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecules	CLSTN3; calsyntenin 3	K22661
Brite Hierarchies	CD molecules	CD molecules	CD5; T-cell surface glycoprotein CD5	K06455
Brite Hierarchies	CD molecules	CD molecules	CD7; T-cell surface glycoprotein CD7	K06457
Brite Hierarchies	CD molecules	CD molecules	CD24; CD24 antigen	K06469
Brite Hierarchies	CD molecules	CD molecules	CD33, SIGLEC3; CD33 antigen	K06473
Brite Hierarchies	CD molecules	CD molecules	CD48, BCM1; CD48 antigen	K06479
Brite Hierarchies	CD molecules	CD molecules	CD52; CDW52 antigen	K06488
Brite Hierarchies	CD molecules	CD molecules	PSG, CD66f; pregnancy specific beta-1-glycoprotein	K06500
Brite Hierarchies	CD molecules	CD molecules	CD69; CD69 antigen	K06502
Brite Hierarchies	CD molecules	CD molecules	CD72; CD72 antigen	K06504
Brite Hierarchies	CD molecules	CD molecules	CD79B, IGB; CD79B antigen	K06507
Brite Hierarchies	CD molecules	CD molecules	CD83; CD83 antigen	K06510
Brite Hierarchies	CD molecules	CD molecules	CD84; CD84 antigen	K06511
Brite Hierarchies	CD molecules	CD molecules	LILR, CD85; leukocyte immunoglobulin-like receptor	K06512
Brite Hierarchies	CD molecules	CD molecules	CD93; CDW93 antigen	K06702
Brite Hierarchies	CD molecules	CD molecules	CD96; CD96 antigen	K06517
Brite Hierarchies	CD molecules	CD molecules	SEMA4, CD100; semaphorin 4	K06521
Brite Hierarchies	CD molecules	CD molecules	ENG, CD105; endoglin	K06526
Brite Hierarchies	CD molecules	CD molecules	SEMA7, CD108; semaphorin 7	K06529
Brite Hierarchies	CD molecules	CD molecules	CD151, TSPAN24; CD151 antigen	K06537
Brite Hierarchies	CD molecules	CD molecules	KIR2DS, CD158; killer cell immunoglobulin-like receptor 2DS	K07982
Brite Hierarchies	CD molecules	CD molecules	KLRC2_3, NKG2C_E; killer cell lectin-like receptor subfamily C2/3	K24233
Brite Hierarchies	CD molecules	CD molecules	CD160; CD160 antigen	K06542
Brite Hierarchies	CD molecules	CD molecules	CD163; CD163 antigen	K06545
Brite Hierarchies	CD molecules	CD molecules	SIGLEC5, CD170; sialic acid binding Ig-like lectin 5	K06549
Brite Hierarchies	CD molecules	CD molecules	CD177, PRV1; CD177 antigen	K06552
Brite Hierarchies	CD molecules	CD molecules	VPREB, CD179a; pre-B lymphocyte gene	K06553
Brite Hierarchies	CD molecules	CD molecules	CD180; CD180 antigen	K06555
Brite Hierarchies	CD molecules	CD molecules	CD200; CD200 antigen	K06556
Brite Hierarchies	CD molecules	CD molecules	PROCR, CD201; protein C receptor, endothelial (EPCR)	K06557
Brite Hierarchies	CD molecules	CD molecules	LAG3, CD223; lymphocyte-activation gene 3 protein	K06565
Brite Hierarchies	CD molecules	CD molecules	MFI2, CD228; melanoma-associated antigen p97	K06569
Brite Hierarchies	CD molecules	CD molecules	LY9, CD229; lymphocyte antigen 9	K06570
Brite Hierarchies	CD molecules	CD molecules	PLXNC, CD232; plexin C	K06572
Brite Hierarchies	CD molecules	CD molecules	LU, CD239; Lutheran blood group glycoprotein	K06578
Brite Hierarchies	CD molecules	CD molecules	ICAM4, CD242; intercellular adhesion molecule 4	K06581
Brite Hierarchies	CD molecules	CD molecules	CD244; natural killer cell receptor 2B4	K06582
Brite Hierarchies	CD molecules	CD molecules	CD248, CD164L1; CD248 antigen, endosialin	K06706
Brite Hierarchies	CD molecules	CD molecules	BTLA, CD272; B- and T-lymphocyte attenuator	K06707
Brite Hierarchies	CD molecules	CD molecules	ART1, CD296; ADP-ribosyltransferase 1	K06716
Brite Hierarchies	CD molecules	CD molecules	ART4, DO, CD297; ADP-ribosyltransferase 4	K06717
Brite Hierarchies	CD molecules	CD molecules	CD300; CD300 antigen	K06719
Brite Hierarchies	CD molecules	CD molecules	CD302; CD302 antigen	K06722
Brite Hierarchies	CD molecules	CD molecules	LAIR, CD305_6; leukocyte-associated Ig-like receptor	K06725
Brite Hierarchies	CD molecules	CD molecules	FCRL, IRTA, CD307; Fc receptor-like protein	K06727
Brite Hierarchies	CD molecules	CD molecules	CDCP1, CD318; CUB domain-containing protein 1	K06732
Brite Hierarchies	CD molecules	CD molecules	SLAMF7, CD319; SLAM family member 7	K06733
Brite Hierarchies	CD molecules	CD molecules	CD320; CD320 antigen	K06734
Brite Hierarchies	CD molecules	CD molecules	SIGLEC6, CD327; sialic acid binding Ig-like lectin 6	K06738
Brite Hierarchies	CD molecules	CD molecules	SIGLEC7, CD328; sialic acid binding Ig-like lectin 7	K06739
Brite Hierarchies	CD molecules	CD molecules	SIGLEC9, CD329; sialic acid binding Ig-like lectin 9	K06740
Brite Hierarchies	CD molecules	CD molecules	NCR1, CD335; natural cytotoxicity triggering receptor 1	K06741
Brite Hierarchies	CD molecules	CD molecules	NCR2, CD336; natural cytotoxicity triggering receptor 2	K06742
Brite Hierarchies	CD molecules	CD molecules	NCR3, CD337; natural cytotoxicity triggering receptor 3	K06743
Brite Hierarchies	CD molecules	CD molecules	FCAMR, CD351; high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	K16851
Brite Hierarchies	CD molecules	CD molecules	SLAMF6, CD352; SLAM family member 6	K16852
Brite Hierarchies	CD molecules	CD molecules	SLAMF8, CD353; SLAM family member 8	K16853
Brite Hierarchies	CD molecules	CD molecules	TREM1, CD354; triggering receptor expressed on myeloid cells 1	K14362
Brite Hierarchies	CD molecules	CD molecules	CRTAM, CD355; cytotoxic and regulatory T-cell molecule	K16361
Brite Hierarchies	CD molecules	CD molecules	EVI2B, CD361; ecotropic viral integration site 2B protein	K16854
Brite Hierarchies	CD molecules	CD molecules	PI16, CRISP9, CD364; peptidase inhibitor 16	K20412
Brite Hierarchies	CD molecules	CD molecules	HAVCR1, CD365; hepatitis A virus cellular receptor 1	K20413
Brite Hierarchies	CD molecules	CD molecules	HAVCR2, CD366; hepatitis A virus cellular receptor 2	K20414
Brite Hierarchies	Proteoglycans	Proteoglycans	GPC2; glypican 2	K08108
Brite Hierarchies	Proteoglycans	Proteoglycans	GPC5; glypican 5	K08111
Brite Hierarchies	Proteoglycans	Proteoglycans	GPC6; glypican 6	K08112
Brite Hierarchies	Proteoglycans	Proteoglycans	TGFBR3; transforming growth factor, beta receptor III	K05843
Brite Hierarchies	Proteoglycans	Proteoglycans	CSPG4; chondroitin sulfate proteoglycan 4	K08115
Brite Hierarchies	Proteoglycans	Proteoglycans	CSPG5; chondroitin sulfate proteoglycan 5	K08116
Brite Hierarchies	Proteoglycans	Proteoglycans	BGN; biglycan	K08118
Brite Hierarchies	Proteoglycans	Proteoglycans	ECM2; extracellular matrix protein 2	K08119
Brite Hierarchies	Proteoglycans	Proteoglycans	ASPN; asporin	K08120
Brite Hierarchies	Proteoglycans	Proteoglycans	KERA; keratocan	K08123
Brite Hierarchies	Proteoglycans	Proteoglycans	OMD; osteomodulin	K08124
Brite Hierarchies	Proteoglycans	Proteoglycans	PRELP; proline arginine-rich end leucine-rich repeat protein	K08125
Brite Hierarchies	Proteoglycans	Proteoglycans	OGN; osteoglycin (osteoinductive factor, mimecan)	K08126
Brite Hierarchies	Proteoglycans	Proteoglycans	DSPG3; dermatan sulfate proteoglycan 3 (PG-Lb)	K08127
Brite Hierarchies	Proteoglycans	Proteoglycans	OPTC; opticin	K08128
Brite Hierarchies	Proteoglycans	Proteoglycans	NYX; nyctalopin	K08129
Brite Hierarchies	Proteoglycans	Proteoglycans	TSK, LRRC54; tsukushi (leucine-rich repeat-containing protein 54)	K08130
Brite Hierarchies	Proteoglycans	Proteoglycans	AGC1, CSPG1; aggrecan 1	K06792
Brite Hierarchies	Proteoglycans	Proteoglycans	NCAN, CSPG3; neurocan core protein	K06794
Brite Hierarchies	Proteoglycans	Proteoglycans	BCAN; brevican	K06795
Brite Hierarchies	Proteoglycans	Proteoglycans	COL12A; collagen type XII alpha	K08132
Brite Hierarchies	Proteoglycans	Proteoglycans	COL14A; collagen type XIV alpha	K08133
Brite Hierarchies	Proteoglycans	Proteoglycans	COL15A; collagen type XV alpha	K08135
Brite Hierarchies	Proteoglycans	Proteoglycans	PGSG; proteoglycan peptide core protein	K06849
Brite Hierarchies	Proteoglycans	Proteoglycans	SPOCK; sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)	K08136
Brite Hierarchies	Proteoglycans	Proteoglycans	PRG4; proteoglycan 4	K24286
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	MDK; midkine	K06828
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	HDGF; hepatoma-derived growth factor	K16641
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	PTN; pleiotrophin	K16642
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	FBN2_3; fibrillin 2/3	K23342
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	SMOC; SPARC-related modular calcium-binding protein	K24354
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	COL5AS; collagen type V/XI/XXIV/XXVII, alpha	K19721
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	COL13A; collagen type XIII alpha	K16617
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	COL19A; collagen type XIX alpha	K24340
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	COL23A; collagen type XXIII alpha	K24355
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	COL25A; collagen type XXV alpha	K24356
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	NTN1; netrin 1	K06843
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	SLIT1; slit 1	K06838
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	SLIT2; slit 2	K06839
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	SLIT3; slit 3	K06850
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	SOD3; superoxide dismutase, Cu-Zn family	K16627
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	VP1; Dependoparvovirus capsid protein VP1, adeno-associated virus type	K19252
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	gM; Herpesviridae envelope glycoprotein M	K19257
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	p130; Alphavirus structral polyprotein	K19288
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	F; Orthopneumovirus fusion glycoprotein F0	K19261
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	L5; Mastadenovirus fiber protein	K19262
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	A27L; Orthopoxvirus protein A27	K19263
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	actA; actin-assembly inducing protein	K16644
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	hbhA; heparin binding hemagglutinin HbhA	K16645
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	APOA5; apolipoprotein A-V	K09025
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	LAYN; layilin	K10077
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	LYVE1; lymphatic vessel endothelial hyaluronan receptor 1	K19012
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	STAB1; stabilin-1	K19020
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	STAB2, HARE; stabilin-2	K19013
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	CEMIP, KIAA1199; cell migration-inducing and hyaluronan-binding protein	K19031
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	TEME2; cell surface hyaluronidase	K22144
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	C1QBP; complement component 1 Q subcomponent-binding protein, mitochondrial	K15414
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	HAPLN1, CRTL1; hyaluronan and proteoglycan link protein 1	K06848
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	HAPLN2; hyaluronan and proteoglycan link protein 2	K06851
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	HAPLN4; hyaluronan and proteoglycan link protein 4	K06853
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	ITIH1, SHAP; inter-alpha-trypsin inhibitor heavy chain H1	K19014
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	ITIH2, SHAP; inter-alpha-trypsin inhibitor heavy chain H2	K19015
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	IMPG1, SPACR; interphotoreceptor matrix proteoglycan 1	K19016
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	IMPG2, SPACRCAN; interphotoreceptor matrix proteoglycan 2	K19017
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	TNFAIP6, TSG6; tumor necrosis factor-inducible gene 6 protein	K19018
Environmental Information Processing	Signaling molecules and interaction	Glycosaminoglycan binding proteins	HABP4; intracellular hyaluronan-binding protein 4	K19019
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	ART3; ADP-ribosyltransferase 3	K00775
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	E3.2.1.101; mannan endo-1,6-alpha-mannosidase	K08257
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	SPACA4, SAMP14; sperm acrosome membrane-associated protein 4	K19894
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	GFRA; GDNF family receptor alpha	K19895
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	RTN4R, NGR; reticulon-4 receptor	K16659
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	LY6D_E_F_G6_H; lymphocyte antigen 6 complex locus protein D/E/F/G6/H	K06846
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	GPIHBP1; glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	K20001
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	MUCII; mucin TcMUCII	K19896
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	FAS1; fasciclin 1	K19897
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	SAG1, AGAL1; alpha-agglutinin	K19898
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	GP2; pancreatic secretory granule membrane major glycoprotein GP2	K19899
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	HWP1, RBT1; hyphal wall protein	K19900
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	ALS; agglutinin-like protein	K22493
Brite Hierarchies	Glycosylphosphatidylinositol (GPI)-anchored proteins	Glycosylphosphatidylinositol (GPI)-anchored proteins	K22494; CFEM-containing surface protein	K22494
Brite Hierarchies	Lectins	Lectins	ASGR2; asialoglycoprotein receptor 2	K10064
Brite Hierarchies	Lectins	Lectins	CLEC17A; C-type lectin superfamily 17 member A	K17513
Brite Hierarchies	Lectins	Lectins	CLEC4F, CLECSF13; C-type lectin domain family 4 member F	K10060
Brite Hierarchies	Lectins	Lectins	COLEC10; collectin sub-family member 10	K10065
Brite Hierarchies	Lectins	Lectins	KLRA1, Ly49A; killer cell lectin-like receptor subfamily A member 1	K24207
Brite Hierarchies	Lectins	Lectins	KLRA3, Ly49C; killer cell lectin-like receptor subfamily A member 3	K24208
Brite Hierarchies	Lectins	Lectins	KLRA7, Ly49G2; killer cell lectin-like receptor subfamily A member 7	K24238
Brite Hierarchies	Lectins	Lectins	KLRA8, Ly49H; killer cell lectin-like receptor subfamily A member 8	K24239
Brite Hierarchies	Lectins	Lectins	KLRA9, Ly49I; killer cell lectin-like receptor subfamily A member 9	K24240
Brite Hierarchies	Lectins	Lectins	KLRC4, NKG2F; killer cell lectin-like receptor subfamily C4	K24234
Brite Hierarchies	Lectins	Lectins	KLRF1; killer cell lectin-like receptor subfamily F member 1	K10075
Brite Hierarchies	Lectins	Lectins	KLRG1; killer cell lectin-like receptor subfamily G member 1	K10076
Brite Hierarchies	Lectins	Lectins	CLEC2A; c-type lectin domain family 2 member A	K22680
Brite Hierarchies	Lectins	Lectins	CLEC2L; c-type lectin domain family 2 member L	K22681
Brite Hierarchies	Lectins	Lectins	CLECL1; C-type lectin-like domain family 1	K17518
Brite Hierarchies	Lectins	Lectins	CHODL; chondrolectin	K10078
